,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
5772,5.767248796898048,Foggy,Low,Afternoon,Bike,25,8.13915634514973,47
5773,9.094244997858215,Clear,Low,Evening,Bike,18,2.853395288204743,54
5774,18.35717709638761,Rainy,High,Afternoon,Bike,11,5.710749660958458,70
5775,0.9749153179204948,Rainy,Medium,Morning,Car,30,0.0029185260566604,44
5776,5.490330465761881,Clear,Low,Afternoon,Scooter,11,3.6704237285754657,30
5777,11.654413605207134,Windy,Low,Night,Bike,10,2.8714068399524275,56
5778,15.619232651470517,Clear,Medium,Morning,Bike,11,-0.0346876208300668,59
5779,11.994802483270105,Clear,Low,Night,Bike,29,0.0143242460550796,62
5780,14.232014001435816,Snowy,Low,Afternoon,Scooter,25,8.563135816418352,98
5781,19.50785620612061,Snowy,Low,Afternoon,Bike,17,0.9428147642551448,100
5782,5.941570274894416,Clear,Medium,Morning,Car,23,-0.0371958781387025,44
5783,16.42073945457979,Rainy,Low,Evening,Car,19,5.526113694239637,76
5784,1.8559010331509889,Rainy,Medium,Morning,Bike,16,-0.0414650860755949,34
5785,3.747667762561488,Clear,Medium,Morning,Bike,18,4.266386711878015,36
5786,13.155286332052574,Rainy,Low,Evening,Bike,9,4.936368650502528,60
5787,4.4430088284264,Foggy,Low,Morning,Scooter,10,1.0001096286113489,66
5788,8.037314897601297,Foggy,Low,Evening,Car,23,1.993887427439962,58
5789,4.939493302177579,Clear,High,Morning,Scooter,12,0.0548079031440828,38
5790,2.4337830682319286,Rainy,Low,Evening,Scooter,20,7.678296854382014,34
5791,6.466839816761976,Clear,Medium,Evening,Car,22,1.0350235960887717,51
5792,14.12305518940697,Clear,Medium,Morning,Bike,15,5.901444153300022,70
5793,18.331245499994143,Clear,Low,Evening,Scooter,25,-0.0712936867019548,80
5794,14.80639842990088,Clear,Medium,Afternoon,Car,25,4.93650136773655,81
5795,4.408103602713218,Clear,Medium,Evening,Scooter,6,7.107588261894755,26
5796,3.067423951959669,Windy,High,Afternoon,Bike,23,4.0583427477412926,48
5797,16.96668843607092,Clear,Low,Evening,Bike,5,7.538870366516004,45
5798,10.326988241010827,Rainy,Low,Afternoon,Scooter,20,1.9634132563279048,64
5799,14.57474420775351,Windy,Medium,Afternoon,Scooter,19,7.196767750938508,63
5800,1.8929894172395416,Clear,Medium,Evening,Bike,10,0.9727810686798386,24
5801,13.040442137427847,Clear,High,Afternoon,Bike,13,5.64980409974362,70
5802,3.749898262736114,Windy,Medium,Morning,Bike,7,5.864913776225706,24
5803,9.544458323853146,Rainy,Low,Afternoon,Scooter,24,2.04679840036227,67
5804,6.474667874040499,Clear,Low,Evening,Car,9,7.015188666829771,25
5805,11.15273909494033,Foggy,Medium,Afternoon,Car,22,3.436810504948566,85
5806,11.94033650658897,Clear,Low,Evening,Bike,21,3.1312320421506823,69
5807,10.056935016452124,Clear,Medium,Night,Car,25,5.021435969686644,48
5808,7.495522664779584,Clear,Low,Evening,Scooter,15,8.287035502884113,43
5809,14.10746486602516,Snowy,High,Morning,Car,5,6.213252214791383,72
5810,17.596988413268658,Windy,Low,Morning,Bike,5,8.377302769624357,61
5811,5.963187167017061,Foggy,Low,Afternoon,Bike,24,8.217584227551372,51
5812,20.61357634311289,Rainy,High,Evening,Bike,12,8.277501681713892,69
5813,18.280883745539874,Clear,Medium,Morning,Bike,9,4.794063407490349,66
5814,19.27979965286152,Snowy,Low,Morning,Bike,25,1.029340835995048,111
5815,13.792405763940565,Rainy,Low,Afternoon,Bike,18,8.073756470032965,59
5816,12.907777059300658,Clear,Low,Morning,Scooter,27,1.0229767071992637,78
5817,10.772583149944085,Foggy,Medium,Afternoon,Car,20,3.641863414835724,80
5818,17.53073640441208,Windy,Low,Afternoon,Bike,24,6.277031272891786,77
5819,7.622589697058106,Clear,Low,Evening,Bike,22,2.142763511142217,46
5820,1.6464122345463783,Clear,Low,Night,Bike,14,1.0174083747230411,27
5821,13.22860268835583,Clear,High,Afternoon,Bike,5,7.848786531614014,69
5822,5.014051228942392,Clear,Medium,Morning,Scooter,25,2.079257643468373,49
5823,11.133815006921798,Windy,Low,Night,Bike,10,3.283935368692708,53
5824,5.394420550846855,Clear,Low,Evening,Scooter,11,8.995444507084985,27
5825,11.529178414680516,Clear,High,Evening,Bike,18,0.0197299417494306,72
5826,3.354634263163364,Clear,Medium,Evening,Scooter,17,6.208410705016542,31
5827,4.001367838550178,Clear,Medium,Afternoon,Bike,22,4.523926024513096,49
5828,6.470211606301457,Foggy,Medium,Night,Bike,7,6.452691167746801,42
5829,19.042315964565542,Rainy,High,Afternoon,Bike,9,7.084204841639268,75
5830,11.204842601462374,Clear,Medium,Evening,Scooter,25,3.779861617166345,56
5831,12.371178917966096,Clear,Medium,Night,Bike,20,7.228629304085171,71
5832,18.680694720687995,Snowy,Low,Afternoon,Scooter,24,9.081628981600996,92
5833,8.065429962281986,Rainy,Low,Afternoon,Car,11,1.902374775835333,50
5834,6.836875201046466,Clear,Medium,Evening,Car,20,0.9877528587165676,42
5835,5.366805950703767,Clear,Medium,Morning,Scooter,18,3.495253404209047,38
5836,18.62796866935926,Clear,Medium,Morning,Bike,21,2.0156738619489936,75
5837,15.001557128325144,Foggy,Low,Morning,Scooter,9,0.8571860677861936,45
5838,12.135221825054964,Clear,Low,Morning,Bike,13,2.0050910850783974,48
5839,17.505997569352413,Snowy,High,Morning,Scooter,15,4.523926024513096,87
5840,12.921082809453605,Rainy,High,Morning,Scooter,26,2.838999924509097,94
5841,13.19939575705948,Rainy,Medium,Evening,Bike,29,9.237891901058406,69
5842,10.875227328745032,Foggy,High,Afternoon,Bike,14,2.015468945797286,74
5843,9.402497295406326,Rainy,Medium,Evening,Scooter,24,1.9788148791897997,69
5844,3.7678876533395536,Rainy,Low,Morning,Bike,22,2.0644431884125143,38
5845,10.344461591198751,Clear,Low,Morning,Car,12,6.931118765068225,43
5846,17.208645134950462,Windy,Low,Morning,Car,5,2.953283917599528,72
5847,8.186651755648747,Clear,Low,Morning,Car,20,3.8531624926551897,78
5848,5.273941845868365,Clear,High,Morning,Scooter,12,0.0233538393471637,41
5849,15.659061704685625,Clear,Low,Evening,Bike,17,5.135959521730428,72
5850,21.0910214763326,Clear,Low,Afternoon,Car,17,1.0179303502876589,94
5851,13.35156692614166,Clear,Low,Evening,Bike,15,3.88292074744295,74
5852,2.779146430289042,Clear,High,Morning,Bike,22,6.6670430114206445,40
5853,17.667001435587174,Snowy,Medium,Afternoon,Scooter,23,4.523926024513096,95
5854,7.738625811845714,Foggy,Medium,Afternoon,Scooter,20,8.399671667125496,62
5855,12.964192541219411,Windy,Low,Morning,Scooter,16,1.122299034282735,71
5856,5.261062978203051,Clear,Medium,Morning,Car,17,1.0119598348999976,39
5857,18.285381354188477,Clear,Low,Evening,Bike,9,8.873060650975553,63
5858,10.838747114711056,Rainy,Medium,Afternoon,Scooter,8,4.311593244199057,57
5859,0.7393867600564616,Rainy,Low,Morning,Car,13,3.8571036990114616,20
5860,16.14913323887239,Foggy,Medium,Night,Bike,16,6.15717060196362,73
5861,9.627892754695958,Clear,Low,Morning,Bike,13,2.1397690722076868,39
5862,12.011092201264912,Clear,High,Night,Bike,12,4.7961982541605,53
5863,16.479154921050373,Clear,Low,Evening,Scooter,15,8.353489361128617,78
5864,1.498288415494923,Clear,Low,Morning,Scooter,13,8.559700626286704,17
5865,13.255556544869917,Foggy,High,Evening,Bike,9,7.236641920479702,65
5866,5.612400202378256,Windy,High,Morning,Bike,24,4.107280891178843,60
5867,1.6012157837078929,Foggy,Low,Night,Scooter,23,4.523926024513096,37
5868,4.32691231077204,Clear,Low,Morning,Bike,21,3.156325409643412,37
5869,16.673312169083836,Windy,Low,Morning,Bike,25,1.080875390340247,97
5870,8.705416643215923,Clear,High,Night,Bike,11,4.749823881038408,39
5871,11.70640809190756,Clear,High,Night,Bike,12,5.163274430210386,54
5872,1.2648982839428642,Snowy,Low,Afternoon,Bike,21,1.0131529889975448,37
5873,12.680144581294249,Windy,Medium,Evening,Bike,11,6.152358825493732,56
5874,17.075593803324708,Clear,Low,Afternoon,Scooter,13,6.276464160266732,70
5875,3.747112504912223,Windy,High,Evening,Bike,18,5.834683296353212,42
5876,4.169724642032742,Clear,Medium,Afternoon,Scooter,20,5.04015545887364,38
5877,10.99198792642698,Snowy,Low,Afternoon,Bike,28,9.174276116639277,55
5878,9.396474143164104,Rainy,Low,Evening,Car,10,0.0406297593337052,44
5879,6.019110472323202,Clear,Medium,Night,Scooter,23,0.0486309253222183,54
5880,11.311504769228597,Clear,High,Evening,Bike,20,0.0193141683165479,66
5881,1.1760471847564882,Clear,Low,Afternoon,Scooter,25,3.925373701263524,32
5882,11.961710819920873,Rainy,Low,Morning,Bike,8,4.640412102169692,58
5883,14.573050432833776,Clear,High,Morning,Bike,28,5.8405391835376665,63
5884,4.094621707432948,Rainy,Medium,Night,Bike,20,9.306871580462357,42
5885,4.358323253533263,Clear,Medium,Morning,Scooter,15,1.8108985575913392,30
5886,12.35734097720258,Clear,Low,Afternoon,Bike,25,0.0109360198422162,68
5887,10.292827212636082,Rainy,Medium,Morning,Car,7,0.0253477370689601,41
5888,3.888504686415719,Clear,Medium,Evening,Bike,9,5.198717189194505,26
5889,0.8923400822644191,Windy,Low,Morning,Car,17,9.272914092280375,21
5890,7.016073617394159,Clear,High,Morning,Scooter,10,4.927881943494589,46
5891,13.076883010694786,Rainy,Low,Morning,Car,16,3.872849484486022,57
5892,13.76487891080734,Rainy,Low,Night,Bike,5,1.0627966815891785,44
5893,16.69006922278086,Rainy,High,Morning,Car,20,7.2053834471004885,100
5894,5.482950672267752,Clear,Low,Morning,Car,16,3.921930043405749,31
5895,15.289916128210526,Snowy,Low,Morning,Car,21,6.380254035884265,68
5896,1.8678974090432827,Foggy,Low,Night,Bike,10,0.915664040206686,26
5897,7.603367260797226,Foggy,High,Evening,Bike,19,4.371534985055472,66
5898,19.34320875066761,Snowy,High,Evening,Car,21,2.7695336406575177,99
5899,11.191915615868608,Clear,High,Evening,Scooter,13,7.062579797675343,55
5900,7.278493120336915,Foggy,Medium,Afternoon,Bike,20,4.858634539947111,83
5901,2.39384436304204,Foggy,Medium,Morning,Scooter,26,5.6588934940964135,45
5902,6.390375605191254,Snowy,Low,Afternoon,Bike,18,4.376217670697449,51
5903,6.083890363652224,Clear,Medium,Evening,Scooter,30,4.191302176257445,55
5904,18.430736072692948,Clear,Low,Evening,Scooter,26,6.415236893068143,75
5905,18.56462631331986,Snowy,High,Evening,Car,23,2.9926516817687223,98
5906,6.723681781696364,Clear,Low,Evening,Scooter,21,1.0107186823824954,43
5907,15.980730346466656,Windy,High,Afternoon,Car,8,0.0579430630880409,79
5908,12.32070177540626,Clear,Medium,Morning,Car,20,4.850013882117511,66
5909,15.312693000826432,Clear,Medium,Afternoon,Car,26,4.727825707105908,87
5910,6.064997528895921,Clear,Medium,Evening,Car,18,0.9663561691729704,53
5911,3.663884806856364,Clear,High,Afternoon,Car,17,6.1537658960094825,44
5912,9.05801925789909,Clear,Medium,Afternoon,Bike,8,9.510098728680594,30
5913,19.45467605145322,Rainy,Low,Evening,Car,12,6.129473549676949,56
5914,2.73721662818443,Clear,Low,Morning,Bike,16,2.1062904313476927,28
5915,10.094321838021498,Foggy,Low,Evening,Scooter,27,1.069583703141216,76
5916,10.664162881106629,Clear,High,Afternoon,Car,8,3.7169484150001626,59
5917,13.649256999408983,Clear,Low,Evening,Bike,29,5.047912325749805,69
5918,5.417042384024459,Clear,Low,Morning,Car,15,4.256696552010824,30
5919,6.4207817257102215,Windy,Medium,Morning,Bike,14,0.9989814717089294,44
5920,14.414106564303928,Rainy,Medium,Morning,Scooter,6,4.523926024513096,51
5921,6.236038419739791,Clear,Low,Evening,Car,21,8.340399763006674,34
5922,8.37937465235066,Clear,Low,Evening,Bike,19,3.173252006634065,57
5923,12.844985461162423,Clear,Medium,Morning,Scooter,19,5.635350900000877,64
5924,5.157701194679448,Windy,High,Afternoon,Scooter,25,8.100732095138543,50
5925,16.439176660239077,Rainy,High,Afternoon,Bike,11,4.523926024513096,82
5926,14.69363529737078,Rainy,Low,Morning,Bike,22,4.23861710855975,69
5927,6.733641416154121,Clear,Low,Afternoon,Bike,15,6.988554016665615,33
5928,13.443299518098993,Clear,Medium,Morning,Bike,26,3.883530611432421,82
5929,20.31872205707652,Rainy,Low,Evening,Bike,10,2.0401073250253323,59
5930,19.362738922111777,Foggy,Medium,Morning,Car,6,6.138768069870347,65
5931,2.793582947722819,Clear,Medium,Night,Scooter,26,0.9583156836959572,44
5932,13.605720255481614,Rainy,Low,Evening,Scooter,14,3.7837719558836302,84
5933,14.020822860436136,Rainy,Low,Evening,Car,24,7.957629045391583,84
5934,19.214597435803544,Clear,Low,Afternoon,Scooter,15,6.127293381791354,69
5935,3.6123956052308297,Snowy,Low,Afternoon,Bike,19,2.9106849101919,45
5936,15.71338682809642,Rainy,Low,Afternoon,Scooter,27,0.0082970248797501,74
5937,6.898611786780313,Rainy,Medium,Evening,Bike,18,8.696388828625127,47
5938,7.296487724321366,Windy,Medium,Afternoon,Car,17,6.127526265634572,43
5939,17.620321695873024,Rainy,High,Morning,Bike,28,6.711728142750847,84
5940,7.238445081709236,Clear,Low,Afternoon,Scooter,6,8.715161840592213,34
5941,19.491268706330462,Rainy,Low,Evening,Car,13,6.368158956255799,56
5942,5.170123432552768,Clear,Medium,Evening,Scooter,23,7.074758254399663,43
5943,10.698353776552043,Windy,Medium,Night,Bike,25,7.43584403757401,79
5944,16.601842657223745,Clear,High,Evening,Car,25,8.345136220347445,92
5945,10.190222822666666,Foggy,Medium,Morning,Bike,24,2.979057734189227,72
5946,3.880385824566295,Clear,High,Afternoon,Car,16,6.289359812340653,48
5947,19.11609932869908,Clear,Low,Afternoon,Car,27,5.314729455418905,68
5948,0.6309346090070328,Clear,High,Night,Bike,10,2.921341677177689,27
5949,7.869739309868779,Clear,Low,Afternoon,Scooter,7,9.141974872005695,37
5950,3.587395903708265,Rainy,Low,Morning,Bike,19,6.318273589337555,36
5951,3.1043173459980387,Clear,High,Afternoon,Bike,18,8.388830028183538,32
5952,16.022608956977045,Clear,Low,Evening,Bike,21,6.686498472745601,57
5953,1.667745745174855,Clear,Medium,Evening,Bike,14,7.64955698923367,27
5954,5.208928208203695,Clear,Low,Afternoon,Scooter,11,4.24437019760327,29
5955,3.2317222522559512,Rainy,Medium,Night,Bike,15,7.532607496161793,34
5956,8.51826230493416,Foggy,Low,Evening,Car,21,1.9506331678447493,59
5957,18.139418037881285,Snowy,Low,Evening,Scooter,12,3.331798996161857,82
5958,10.61462398212103,Foggy,Medium,Morning,Scooter,19,5.295806925045181,60
5959,12.48632902058906,Clear,High,Afternoon,Car,10,-0.0579905944458647,56
5960,1.2962717565881428,Foggy,High,Afternoon,Bike,25,9.14934707412024,44
5961,13.80585043039274,Rainy,Low,Night,Bike,17,6.05462959576545,87
5962,11.77301921309529,Clear,Low,Afternoon,Scooter,14,4.361481072325266,48
5963,4.332989128467808,Snowy,Medium,Morning,Scooter,18,3.902332510663997,52
5964,9.833119729078218,Rainy,High,Afternoon,Bike,12,9.142206468776436,57
5965,16.359422092081804,Snowy,High,Afternoon,Scooter,28,7.258636500406984,94
5966,3.3785766649611064,Clear,High,Morning,Bike,9,4.523926024513096,30
5967,1.99914594456858,Foggy,Medium,Evening,Scooter,23,3.926696685687479,41
5968,11.16123899126111,Clear,Medium,Afternoon,Scooter,14,5.296063366140126,46
5969,6.98662616528682,Snowy,Low,Morning,Scooter,13,7.999950230618537,37
5970,12.22142126548739,Rainy,Low,Afternoon,Scooter,26,0.020333659557451,62
5971,17.756466623201643,Windy,Medium,Morning,Bike,28,0.9709524310419262,106
5972,3.714231062670232,Clear,Medium,Morning,Bike,29,7.697859986912476,47
5973,1.41482116649644,Clear,Medium,Morning,Car,6,2.829087266824016,17
5974,11.941959240420491,Snowy,Low,Evening,Bike,21,7.929539089889821,64
5975,2.080450627416913,Rainy,Low,Night,Bike,22,1.977363063682638,37
5976,12.05220384107841,Clear,Low,Morning,Bike,12,2.0105153478286826,47
5977,17.533684554176514,Rainy,High,Afternoon,Bike,13,4.523926024513096,85
5978,18.262404740074054,Clear,Low,Evening,Scooter,9,-0.0206646240873829,64
5979,12.685096140469875,Clear,Low,Morning,Car,21,8.436149901398831,51
5980,11.676386531444653,Clear,Low,Afternoon,Bike,9,7.396949323879502,33
5981,13.121290365866228,Clear,Medium,Morning,Scooter,21,6.138777001766641,64
5982,16.35312348501705,Clear,Medium,Evening,Bike,6,-0.0235630739660794,55
5983,3.1245798239664504,Clear,Medium,Evening,Bike,15,3.9875528851690207,28
5984,2.145602067150149,Rainy,Low,Morning,Scooter,9,1.938412502958004,23
5985,10.681938020414856,Clear,Low,Afternoon,Scooter,25,3.2362008916075164,75
5986,1.7614525818543392,Clear,High,Evening,Bike,28,4.668623880406258,45
5987,2.0020986544747754,Rainy,Low,Afternoon,Bike,22,-0.0178189638244048,38
5988,3.121023431313989,Clear,High,Afternoon,Bike,17,9.11324127428598,34
5989,18.590200539252283,Clear,Medium,Night,Bike,8,0.0031681419045531,85
5990,2.556393781966081,Clear,Low,Morning,Bike,16,8.830928474946022,27
5991,9.226783257606028,Rainy,Medium,Evening,Scooter,11,5.267578856746642,50
5992,19.075657290817865,Snowy,Medium,Evening,Bike,22,0.0186753498404143,114
5993,3.552498623702208,Clear,High,Afternoon,Car,18,5.976023868226822,49
5994,18.92529747030066,Clear,Low,Morning,Scooter,30,1.0177781844586715,148
5995,3.607180846281053,Foggy,Low,Afternoon,Scooter,8,0.9764843600267932,31
5996,2.863488931275335,Windy,Medium,Morning,Scooter,8,5.483161868066659,23
5997,4.246899296000731,Foggy,Medium,Night,Bike,13,8.15303963832892,36
5998,15.51260968924534,Rainy,Low,Evening,Car,24,7.615429327266106,82
5999,3.929431952133542,Clear,Medium,Afternoon,Scooter,22,5.178197980219773,40
6000,0.5802853345394108,Clear,Low,Afternoon,Bike,27,2.963360402286127,32
6001,15.8033445920103,Clear,Medium,Evening,Scooter,13,1.9948048379151704,74
6002,18.11835974378606,Clear,Low,Afternoon,Bike,27,3.283785003678446,68
6003,10.484041311014796,Clear,Low,Evening,Scooter,21,8.084158302620144,51
6004,1.4418153304008758,Rainy,Low,Evening,Car,15,0.976028241974183,29
6005,9.275362438445327,Rainy,Low,Afternoon,Scooter,23,1.991935347769128,66
6006,0.8653187426491866,Clear,Medium,Morning,Bike,9,8.014611911343318,17
6007,15.356243907038492,Clear,High,Morning,Bike,27,5.939136540300029,68
6008,4.017273131626065,Foggy,Medium,Morning,Bike,22,0.0168723481995458,46
6009,2.156038450383105,Clear,Low,Afternoon,Scooter,23,0.9226755093975132,31
6010,10.60143287500305,Foggy,Medium,Morning,Scooter,19,4.778913966562788,60
6011,15.550915754601652,Rainy,Medium,Morning,Scooter,11,9.101253279008226,73
6012,5.408894113051298,Clear,Low,Morning,Car,15,3.896824540341762,30
6013,19.705486640946216,Rainy,Low,Evening,Bike,10,1.879773688177117,58
6014,1.4015114143848029,Clear,Low,Morning,Scooter,14,9.346990259338012,18
6015,6.339880244753337,Clear,Medium,Evening,Bike,9,9.118806745874094,36
6016,14.939910145899098,Rainy,Low,Evening,Bike,10,5.18952075235643,61
6017,11.812968259100275,Windy,Medium,Afternoon,Scooter,18,4.357796436867279,67
6018,16.64298813917608,Clear,Low,Evening,Scooter,26,0.0514225159608021,70
6019,10.647792760095914,Snowy,Low,Afternoon,Bike,10,1.0471799311670351,66
6020,17.474540889076515,Foggy,Medium,Afternoon,Bike,9,5.012346266421173,68
6021,18.75476684037722,Clear,Low,Morning,Bike,25,4.523926024513096,86
6022,15.399124464339794,Clear,Medium,Morning,Bike,16,5.791201051530607,77
6023,11.626276404032051,Clear,Medium,Afternoon,Scooter,8,2.2825304214555877,52
6024,19.43914002481795,Clear,High,Morning,Bike,13,7.478880532490074,78
6025,6.282421489943032,Foggy,Low,Night,Scooter,22,2.8820721269190104,55
6026,12.411720778601794,Foggy,High,Evening,Bike,8,6.895009332622283,59
6027,16.840680876464365,Clear,Medium,Afternoon,Bike,31,4.0383964073227006,85
6028,14.10080800415375,Clear,Low,Evening,Scooter,15,7.296715731557571,83
6029,5.220232378878816,Clear,Low,Evening,Scooter,10,8.41938430159289,25
6030,18.100203324883815,Windy,Low,Afternoon,Bike,24,5.808119444674777,75
6031,14.152564538942125,Snowy,Medium,Evening,Bike,15,8.960985754537164,58
6032,13.19524803507268,Clear,Low,Morning,Scooter,10,5.309063969953037,35
6033,19.10901224419655,Rainy,Low,Afternoon,Car,12,-0.0045182398925602,75
6034,6.071338309792708,Foggy,High,Morning,Scooter,28,1.039778834914349,113
6035,5.309057843639949,Clear,Medium,Afternoon,Scooter,27,2.9854053111447967,46
6036,9.160506953707245,Snowy,Medium,Evening,Car,17,6.592890334140202,63
6037,10.755625445871836,Clear,High,Night,Bike,11,4.352461687707871,53
6038,4.015750910387134,Snowy,Low,Night,Bike,11,9.25076349468204,60
6039,12.79539452476858,Clear,Medium,Evening,Bike,17,4.898276054417203,58
6040,11.675913725018734,Rainy,High,Afternoon,Car,26,5.931608376943855,86
6041,17.812708567866775,Foggy,Medium,Morning,Car,28,9.175552165535477,81
6042,1.242463939483057,Clear,Medium,Evening,Bike,21,3.9317412683059847,30
6043,15.24148134231561,Snowy,Medium,Afternoon,Car,16,4.638178342121815,63
6044,3.965831668153457,Clear,Low,Afternoon,Bike,13,4.95801675532091,26
6045,8.111535252090716,Clear,High,Morning,Bike,8,5.797383123865575,46
6046,11.46248804459286,Clear,Low,Evening,Bike,20,3.002774613050873,66
6047,11.26908229622151,Clear,Low,Evening,Scooter,29,2.1970983349141644,54
6048,4.141636165251159,Clear,Low,Morning,Bike,21,8.98091066167833,33
6049,0.9495068270682664,Clear,Medium,Afternoon,Bike,26,3.773944463332486,33
6050,13.233067165340351,Clear,Low,Morning,Scooter,25,0.9838207466199408,82
6051,18.512507927696596,Rainy,Low,Afternoon,Scooter,8,8.431021275485278,58
6052,1.839644166621277,Clear,High,Morning,Car,27,6.949889214778136,44
6053,16.943642814603137,Foggy,Medium,Night,Bike,15,5.974745219438779,70
6054,4.889649667873091,Clear,Medium,Evening,Scooter,21,6.882680152935856,43
6055,15.52805854504986,Clear,High,Evening,Car,23,8.63163432906698,85
6056,19.730775266062103,Clear,High,Morning,Bike,18,1.8898160822697816,65
6057,5.700794848992866,Clear,Medium,Afternoon,Scooter,22,5.917603968088489,42
6058,10.914924489574084,Windy,Low,Night,Bike,10,3.134098280103193,45
6059,9.203202549712104,Windy,High,Morning,Bike,21,3.551188883159925,58
6060,16.60240374141368,Clear,Medium,Morning,Bike,20,5.796376411336377,79
6061,4.257961131813541,Clear,Medium,Evening,Bike,20,4.523926024513096,41
6062,10.134777284025333,Clear,Medium,Evening,Bike,22,4.06102617604566,51
6063,12.675627901936528,Clear,Medium,Morning,Scooter,8,4.602173818455258,52
6064,11.388855399293323,Clear,Medium,Evening,Bike,7,-0.0414498066943345,56
6065,5.935842875092341,Foggy,High,Morning,Scooter,24,0.963160586054042,104
6066,14.286668833872348,Clear,High,Morning,Scooter,10,6.38358755696752,71
6067,12.241534399761909,Clear,Medium,Night,Bike,20,7.762301557671802,69
6068,9.782446054131524,Clear,Low,Afternoon,Scooter,14,5.094077914599863,45
6069,3.2907466820250995,Rainy,Medium,Morning,Scooter,20,0.9411560100008504,43
6070,18.21012938673261,Clear,Low,Morning,Scooter,31,0.9982402059504172,163
6071,17.926913840723287,Clear,Low,Evening,Car,11,2.951808960470354,82
6072,3.75601674574338,Windy,High,Evening,Bike,16,6.217373424707524,36
6073,15.274362330216263,Rainy,High,Evening,Bike,22,0.0331654746042197,113
6074,4.492311859964171,Snowy,Medium,Morning,Scooter,18,3.8954682563608034,48
6075,12.403472357207516,Foggy,Medium,Night,Scooter,8,8.772425900436534,50
6076,6.849615007525459,Clear,Low,Evening,Scooter,22,0.9914604349649738,42
6077,13.932499570342014,Snowy,Medium,Evening,Bike,8,8.534338603867573,71
6078,1.5784827744360668,Windy,Low,Evening,Bike,9,8.09356687938922,15
6079,12.919728037245113,Foggy,Low,Evening,Bike,25,6.68227407098237,84
6080,5.309380904817488,Clear,Medium,Evening,Scooter,27,0.9976263888614644,44
6081,8.982895200525704,Snowy,Low,Night,Bike,14,5.843392451126589,44
6082,9.10777150371616,Clear,Low,Morning,Bike,8,0.9377484615330176,52
6083,9.115037454041714,Foggy,Medium,Evening,Bike,23,-0.0163921876169027,69
6084,2.274304606361406,Clear,Low,Morning,Bike,7,5.768119056686801,14
6085,19.82406713771613,Rainy,Medium,Morning,Scooter,21,1.0169218882687874,69
6086,11.487297907432664,Windy,High,Evening,Bike,25,4.959312583199047,77
6087,7.211204978958076,Rainy,Medium,Morning,Bike,12,7.18237524491937,51
6088,5.904111119338701,Foggy,Low,Afternoon,Bike,26,7.944551880760512,49
6089,15.292714732063503,Clear,Medium,Evening,Scooter,24,5.120945402077499,87
6090,11.513764605625562,Rainy,High,Evening,Scooter,12,1.0585947980042578,69
6091,8.008017869028777,Rainy,Low,Afternoon,Car,12,2.180963807139583,51
6092,15.11673134941216,Windy,Medium,Morning,Bike,15,7.531003814272062,77
6093,17.15837537447942,Snowy,Medium,Night,Bike,19,0.962315031421848,82
6094,8.998767882650201,Clear,Medium,Afternoon,Car,18,9.25266499930054,52
6095,5.112931104378066,Clear,Medium,Morning,Car,14,1.089596555577231,37
6096,2.8915338066955427,Windy,High,Afternoon,Bike,24,3.7925766360000743,47
6097,12.640505075267257,Clear,Low,Evening,Scooter,9,4.963193308717929,55
6098,1.129167585951051,Foggy,High,Afternoon,Scooter,15,1.9304618349951164,35
6099,12.038425878626152,Clear,Low,Evening,Bike,26,1.992778872812337,76
6100,3.875307019379336,Clear,Medium,Evening,Bike,21,4.523926024513096,45
6101,14.724109438435,Windy,Medium,Morning,Bike,13,7.081457362068709,77
6102,2.366389764381944,Clear,Low,Evening,Bike,9,2.128666500119082,18
6103,2.602358640033938,Windy,Medium,Morning,Bike,13,5.494623206518197,27
6104,5.77644953481788,Clear,Low,Afternoon,Bike,17,9.295947357463714,31
6105,7.5494005243310545,Clear,Medium,Evening,Car,27,0.0189778555217033,60
6106,2.391149205614731,Clear,Medium,Afternoon,Car,15,3.915416827292534,35
6107,14.052000837360556,Clear,Low,Afternoon,Bike,12,4.523926024513096,59
6108,17.820642875200065,Snowy,High,Morning,Bike,17,2.834510039888256,89
6109,9.857428571472932,Rainy,Medium,Morning,Car,7,0.0075804292265424,43
6110,10.548275962701483,Foggy,Medium,Morning,Scooter,19,5.133778171398128,62
6111,16.355956676350456,Snowy,High,Evening,Scooter,19,9.431112141028487,76
6112,2.245746337941847,Foggy,Low,Morning,Bike,6,-0.0476452872890873,27
6113,18.321017755999424,Clear,Low,Morning,Car,20,5.930074266135774,72
6114,9.300609873025095,Clear,Low,Morning,Bike,14,2.026037785903982,37
6115,8.560276885061826,Clear,Low,Evening,Scooter,26,7.748207557018233,45
6116,13.83043570108886,Clear,Low,Night,Bike,28,0.028143483809945,68
6117,11.659925800388692,Clear,Low,Evening,Scooter,28,4.1231788669746114,61
6118,5.908632590845724,Rainy,High,Morning,Bike,25,5.875536368064863,61
6119,3.4667571358858376,Windy,High,Evening,Bike,16,5.8222942702354565,40
6120,18.793961106165128,Clear,Low,Morning,Scooter,8,5.112538460606023,75
6121,1.3692173461723716,Clear,Medium,Evening,Scooter,5,7.737337699212083,13
6122,8.840438191617755,Snowy,Low,Evening,Bike,6,4.523926024513096,47
6123,18.3722529822999,Rainy,High,Morning,Car,21,6.948842859417669,113
